"iditem_liquidacion_final"|"fecha_creado"|"creado_por"|"orden"|"descripcion"|"comprobante_nro"|"total_guarani"|"sin_iva"|"solo_iva"|"fk_idliquidacion_final"|"fk_idcomprobante_liquidacion"
212|"2022-05-03 16:05:24.499"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22009IC04000587T"|0|0|0|13|2
213|"2022-05-03 16:05:24.505"|"5-Angel Rios "|2|"INDI"|"22009IC04000587T"|45501|45501|0|13|3
214|"2022-05-03 16:05:24.512"|"5-Angel Rios "|3|"I.S.C."|"22009IC04000587T"|0|0|0|13|4
215|"2022-05-03 16:05:24.516"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22009IC04000587T"|584176|584176|0|13|5
216|"2022-05-03 16:05:24.522"|"5-Angel Rios "|5|"MULTAS VARIAS"|"22009IC04000587T"|0|0|0|13|6
217|"2022-05-03 16:05:24.527"|"5-Angel Rios "|6|"IRACIS GENERAL 700"|"22009IC04000587T"|472458|472458|0|13|7
218|"2022-05-03 16:05:24.532"|"5-Angel Rios "|7|"I.V.A."|"22009IC04000587T"|11811461|0|11811461|13|8
219|"2022-05-03 16:05:24.539"|"5-Angel Rios "|8|"CANON INFORMATICO"|"22009IC04000587T"|220127|220127|0|13|9
220|"2022-05-03 16:05:24.546"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-024-0095024"|10000|9090|909|13|10
221|"2022-05-03 16:05:24.55"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"x"|0|0|0|13|11
222|"2022-05-03 16:05:24.559"|"5-Angel Rios "|11|"FOTOCOPIAS"|"016-003-0000347"|70000|63636|6363|13|12
223|"2022-05-03 16:05:24.565"|"5-Angel Rios "|12|"APERTURA AG. TRANSP."|"001-001-0004349"|350000|318181|31818|13|13
224|"2022-05-03 16:05:24.57"|"5-Angel Rios "|13|"TASA PORTUARIA"|"009-005-0013356"|844993|768175|76817|13|14
225|"2022-05-03 16:05:24.576"|"5-Angel Rios "|14|"VISACION DCTOS"|"275722/23/24/25"|964600|964600|0|13|15
226|"2022-05-03 16:05:24.58"|"5-Angel Rios "|15|"HON. DESP. S/ LEY 220/93"|"001-001-0001965"|4393593|3994175|399417|13|16
227|"2022-05-03 16:05:24.587"|"5-Angel Rios "|16|"GASTO ADMIN."|"565"|1300000|1300000|0|13|17
228|"2022-05-03 16:05:24.592"|"5-Angel Rios "|17|"LICENCIA PREVIA ALAMBRES"|"1010566"|616357|616357|0|13|18
229|"2022-05-03 16:05:24.597"|"5-Angel Rios "|18|"AGILIZACION MIC"|"x"|0|0|0|13|19
230|"2022-05-03 16:05:24.602"|"5-Angel Rios "|19|"OTROS"|"x"|0|0|0|13|20
231|"2022-05-03 16:08:34.045"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22009IC04000587T"|0|0|0|14|2
232|"2022-05-03 16:08:34.05"|"5-Angel Rios "|2|"INDI"|"22009IC04000587T"|45501|45501|0|14|3
233|"2022-05-03 16:08:34.058"|"5-Angel Rios "|3|"I.S.C."|"22009IC04000587T"|0|0|0|14|4
234|"2022-05-03 16:08:34.063"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22009IC04000587T"|584176|584176|0|14|5
235|"2022-05-03 16:08:34.067"|"5-Angel Rios "|5|"MULTAS VARIAS"|"22009IC04000587T"|0|0|0|14|6
236|"2022-05-03 16:08:34.072"|"5-Angel Rios "|6|"IRACIS GENERAL 700"|"22009IC04000587T"|472458|472458|0|14|7
237|"2022-05-03 16:08:34.077"|"5-Angel Rios "|7|"I.V.A."|"22009IC04000587T"|11811461|0|11811461|14|8
238|"2022-05-03 16:08:34.083"|"5-Angel Rios "|8|"CANON INFORMATICO"|"22009IC04000587T"|220127|220127|0|14|9
239|"2022-05-03 16:08:34.089"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-024-0095024"|10000|9090|909|14|10
240|"2022-05-03 16:08:34.094"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"x"|0|0|0|14|11
241|"2022-05-03 16:08:34.102"|"5-Angel Rios "|11|"FOTOCOPIAS"|"016-003-0000347"|70000|63636|6363|14|12
242|"2022-05-03 16:08:34.108"|"5-Angel Rios "|12|"APERTURA AG. TRANSP."|"001-001-0004349"|350000|318181|31818|14|13
243|"2022-05-03 16:08:34.113"|"5-Angel Rios "|13|"TASA PORTUARIA"|"009-005-0013356"|844993|768175|76817|14|14
244|"2022-05-03 16:08:34.117"|"5-Angel Rios "|14|"VISACION DCTOS"|"275722/23/24/25"|964600|964600|0|14|15
245|"2022-05-03 16:08:34.123"|"5-Angel Rios "|15|"HON. DESP. S/ LEY 220/93"|"001-001-0001965"|4393593|3994175|399417|14|16
246|"2022-05-03 16:08:34.128"|"5-Angel Rios "|16|"GASTO ADMIN."|"565"|1300000|1300000|0|14|17
247|"2022-05-03 16:08:34.133"|"5-Angel Rios "|17|"LICENCIA PREVIA ALAMBRES"|"1010566"|616357|616357|0|14|18
248|"2022-05-03 16:08:34.139"|"5-Angel Rios "|18|"AGILIZACION MIC"|"x"|0|0|0|14|19
249|"2022-05-03 16:08:34.144"|"5-Angel Rios "|19|"OTROS"|"x"|0|0|0|14|20
250|"2022-05-04 12:37:18.804"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22005IC04008737U"|0|0|0|15|2
251|"2022-05-04 12:37:18.826"|"5-Angel Rios "|2|"INDI"|"22005IC04008737U"|26951|26951|0|15|3
252|"2022-05-04 12:37:18.83"|"5-Angel Rios "|3|"I.S.C."|"22005IC04008737U"|0|0|0|15|4
253|"2022-05-04 12:37:18.837"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22005IC04008737U"|3314640|3314640|0|15|5
254|"2022-05-04 12:37:18.842"|"5-Angel Rios "|5|"MULTAS VARIAS"|"22005IC04008737U"|0|0|0|15|6
255|"2022-05-04 12:37:18.849"|"5-Angel Rios "|6|"IRACIS GENERAL 700"|"22005IC04008737U"|2666620|2666620|0|15|7
256|"2022-05-04 12:37:18.855"|"5-Angel Rios "|7|"I.V.A."|"22005IC04008737U"|66665460|0|66665460|15|8
257|"2022-05-04 12:37:18.864"|"5-Angel Rios "|8|"CANON INFORMATICO"|"3623590"|220127|220127|0|15|9
258|"2022-05-04 12:37:18.87"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-025-0099951"|6825|6204|620|15|10
259|"2022-05-04 12:37:18.886"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"001-004-0047731"|80229|72935|7293|15|11
260|"2022-05-04 12:37:18.89"|"5-Angel Rios "|11|"FOTOCOPIAS"|"001-002-0017641"|80000|72727|7272|15|12
261|"2022-05-04 12:37:18.898"|"5-Angel Rios "|12|"APERTURA AG. TRANSP."|"x"|0|0|0|15|13
262|"2022-05-04 12:37:18.91"|"5-Angel Rios "|13|"TASA PORTUARIA"|"002-007-0000367"|3209144|2917403|291740|15|14
263|"2022-05-04 12:37:18.915"|"5-Angel Rios "|14|"VISACION DCTOS"|"2877145/46/47/48/49"|955625|955625|0|15|15
264|"2022-05-04 12:37:18.932"|"5-Angel Rios "|15|"HON. DESP. S/ LEY 220/93"|"001-001-0001966"|5150163|4681966|468196|15|16
265|"2022-05-04 12:37:18.938"|"5-Angel Rios "|16|"GASTO ADMIN."|"x"|0|0|0|15|17
266|"2022-05-04 12:37:18.943"|"5-Angel Rios "|17|"TASA MIC LPI CONFECCIONES"|"x"|0|0|0|15|18
267|"2022-05-04 12:37:18.95"|"5-Angel Rios "|17|"AGILIZACION MIC"|"x"|0|0|0|15|19
268|"2022-05-04 12:37:18.955"|"5-Angel Rios "|18|"AGILIZACION MIC"|"x"|0|0|0|15|19
269|"2022-05-04 12:37:18.96"|"5-Angel Rios "|19|"OTROS"|"x"|0|0|0|15|20
270|"2022-05-04 12:59:56.454"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22005IC04008739W"|0|0|0|16|2
271|"2022-05-04 12:59:56.461"|"5-Angel Rios "|2|"INDI"|"22005IC04008739W"|26950|26950|0|16|3
272|"2022-05-04 12:59:56.468"|"5-Angel Rios "|3|"I.S.C."|"22005IC04008739W"|0|0|0|16|4
273|"2022-05-04 12:59:56.473"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22005IC04008739W"|1556734|1556734|0|16|5
274|"2022-05-04 12:59:56.477"|"5-Angel Rios "|5|"MULTAS VARIAS"|"22005IC04008739W"|0|0|0|16|6
275|"2022-05-04 12:59:56.484"|"5-Angel Rios "|6|"IRACIS GENERAL 700"|"22005IC04008739W"|1253262|1253262|0|16|7
276|"2022-05-04 12:59:56.492"|"5-Angel Rios "|7|"I.V.A."|"22005IC04008739W"|31331543|0|31331543|16|8
277|"2022-05-04 12:59:56.497"|"5-Angel Rios "|8|"CANON INFORMATICO"|"3623374"|220127|220127|0|16|9
278|"2022-05-04 12:59:56.502"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-025-0099952"|6825|6204|620|16|10
279|"2022-05-04 12:59:56.507"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"001-004-0047730"|43318|39380|3938|16|11
280|"2022-05-04 12:59:56.512"|"5-Angel Rios "|11|"FOTOCOPIAS"|"001-002-0017642"|80000|72727|7272|16|12
281|"2022-05-04 12:59:56.52"|"5-Angel Rios "|12|"APERTURA AG. TRANSP."|"x"|0|0|0|16|13
282|"2022-05-04 12:59:56.525"|"5-Angel Rios "|13|"TASA PORTUARIA"|"002-007-0000366"|1732739|1575217|157521|16|14
283|"2022-05-04 12:59:56.531"|"5-Angel Rios "|14|"VISACION DCTOS"|"2877167/68/69/70/71"|965265|965265|0|16|15
284|"2022-05-04 12:59:56.537"|"5-Angel Rios "|15|"HON. DESP. S/ LEY 220/93"|"001-001-0001968"|4173327|3793933|379393|16|16
285|"2022-05-04 12:59:56.542"|"5-Angel Rios "|16|"GASTO ADMIN."|"x"|0|0|0|16|17
286|"2022-05-04 12:59:56.549"|"5-Angel Rios "|17|"TASA MIC LPI CONFECCIONES"|"x"|0|0|0|16|18
287|"2022-05-04 12:59:56.554"|"5-Angel Rios "|17|"AGILIZACION MIC"|"x"|0|0|0|16|19
288|"2022-05-04 12:59:56.559"|"5-Angel Rios "|18|"AGILIZACION MIC"|"x"|0|0|0|16|19
289|"2022-05-04 12:59:56.569"|"5-Angel Rios "|19|"OTROS"|"x"|0|0|0|16|20
290|"2022-05-06 11:47:18.18"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22030IC04005329M"|0|0|0|17|2
291|"2022-05-06 11:47:18.187"|"5-Angel Rios "|2|"INDI"|"22030IC04005329M"|26313|26313|0|17|3
292|"2022-05-06 11:47:18.192"|"5-Angel Rios "|3|"I.S.C."|"22030IC04005329M"|0|0|0|17|4
293|"2022-05-06 11:47:18.198"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22030IC04005329M"|383832|383832|0|17|5
294|"2022-05-06 11:47:18.202"|"5-Angel Rios "|5|"MULTAS VARIAS"|"22030IC04005329M"|0|0|0|17|6
295|"2022-05-06 11:47:18.207"|"5-Angel Rios "|6|"IRACIS GENERAL 700"|"22030IC04005329M"|310209|310209|0|17|7
296|"2022-05-06 11:47:18.214"|"5-Angel Rios "|7|"I.V.A."|"22030IC04005329M"|7755233|0|7755233|17|8
297|"2022-05-06 11:47:18.219"|"5-Angel Rios "|8|"CANON INFORMATICO"|"3665289"|225127|225127|0|17|9
298|"2022-05-06 11:47:18.223"|"5-Angel Rios "|9|"CDAP/ANNP"|"x"|0|0|0|17|10
299|"2022-05-06 11:47:18.229"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"x"|0|0|0|17|11
300|"2022-05-06 11:47:18.235"|"5-Angel Rios "|11|"FOTOCOPIAS"|"020-002-0008412"|45150|41045|4104|17|12
301|"2022-05-06 11:47:18.24"|"5-Angel Rios "|12|"APERTURA AG. TRANSP."|"x"|0|0|0|17|13
302|"2022-05-06 11:47:18.246"|"5-Angel Rios "|13|"TASA PORTUARIA"|"001-004-09765"|1203323|1093930|109393|17|14
303|"2022-05-06 11:47:18.252"|"5-Angel Rios "|14|"VISACION DCTOS"|"x"|0|0|0|17|15
304|"2022-05-06 11:47:18.257"|"5-Angel Rios "|15|"HON. DESP. S/ LEY 220/93"|"001-001-0001969"|1500543|1364130|136413|17|16
305|"2022-05-06 11:47:18.263"|"5-Angel Rios "|16|"GASTO ADMIN."|"001-001-0001969"|660000|660000|0|17|17
306|"2022-05-06 11:47:18.268"|"5-Angel Rios "|17|"TASA MIC LPI CONFECCIONES"|"x"|0|0|0|17|18
307|"2022-05-06 11:47:18.272"|"5-Angel Rios "|17|"AGILIZACION MIC"|"x"|0|0|0|17|19
308|"2022-05-06 11:47:18.277"|"5-Angel Rios "|18|"AGILIZACION MIC"|"x"|0|0|0|17|19
309|"2022-05-06 11:47:18.287"|"5-Angel Rios "|19|"OTROS"|"x"|0|0|0|17|20
310|"2022-05-06 13:40:40.866"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22002IC04008988C"|9676083|9676083|0|18|2
311|"2022-05-06 13:40:40.871"|"5-Angel Rios "|2|"INDI"|"22002IC04008988C"|30818|30818|0|18|3
312|"2022-05-06 13:40:40.877"|"5-Angel Rios "|3|"I.S.C."|"22002IC04008988C"|33597|33597|0|18|4
313|"2022-05-06 13:40:40.883"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22002IC04008988C"|434404|434404|0|18|5
314|"2022-05-06 13:40:40.889"|"5-Angel Rios "|5|"MULTAS VARIAS"|"22002IC04008988C"|0|0|0|18|6
315|"2022-05-06 13:40:40.894"|"5-Angel Rios "|6|"IRACIS GENERAL 700"|"22002IC04008988C"|389984|389984|0|18|7
316|"2022-05-06 13:40:40.899"|"5-Angel Rios "|7|"I.V.A."|"22002IC04008988C"|9749596|0|9749596|18|8
317|"2022-05-06 13:40:40.905"|"5-Angel Rios "|8|"CANON INFORMATICO"|"22002IC04008988C"|220127|220127|0|18|9
318|"2022-05-06 13:40:40.913"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-021-0035872"|20524|18658|1865|18|10
319|"2022-05-06 13:40:40.919"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"x"|0|0|0|18|11
320|"2022-05-06 13:40:40.924"|"5-Angel Rios "|11|"FOTOCOPIAS"|"004-003-0023052"|49000|44545|4454|18|12
321|"2022-05-06 13:40:40.93"|"5-Angel Rios "|12|"APERTURA AG. TRANSP."|"x"|0|0|0|18|13
322|"2022-05-06 13:40:40.934"|"5-Angel Rios "|13|"TASA PORTUARIA"|"001-034-0031505"|2404270|2185700|218570|18|14
323|"2022-05-06 13:40:40.94"|"5-Angel Rios "|14|"VISACION DCTOS"|"1013723"|440255|440255|0|18|15
324|"2022-05-06 13:40:40.945"|"5-Angel Rios "|15|"HON. DESP. S/ LEY 220/93"|"001-001-0001970"|2810551|2555046|255504|18|16
325|"2022-05-06 13:40:40.95"|"5-Angel Rios "|16|"GASTO ADMIN."|"x"|0|0|0|18|17
326|"2022-05-06 13:40:40.955"|"5-Angel Rios "|17|"TASA MIC LPI CONFECCIONES"|"x"|0|0|0|18|18
327|"2022-05-06 13:40:40.964"|"5-Angel Rios "|17|"AGILIZACION MIC"|"x"|0|0|0|18|19
328|"2022-05-06 13:40:40.97"|"5-Angel Rios "|18|"AGILIZACION MIC"|"x"|0|0|0|18|19
329|"2022-05-06 13:40:40.977"|"5-Angel Rios "|19|"OTROS"|"x"|0|0|0|18|20
330|"2022-05-06 13:47:59.093"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22002IC04008988C"|9676083|9676083|0|19|2
331|"2022-05-06 13:47:59.11"|"5-Angel Rios "|2|"INDI"|"22002IC04008988C"|30818|30818|0|19|3
332|"2022-05-06 13:47:59.178"|"5-Angel Rios "|3|"I.S.C."|"22002IC04008988C"|33597|33597|0|19|4
333|"2022-05-06 13:47:59.217"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22002IC04008988C"|434404|434404|0|19|5
334|"2022-05-06 13:47:59.235"|"5-Angel Rios "|5|"MULTAS VARIAS"|"22002IC04008988C"|0|0|0|19|6
335|"2022-05-06 13:47:59.26"|"5-Angel Rios "|6|"IRACIS GENERAL 700"|"22002IC04008988C"|389984|389984|0|19|7
336|"2022-05-06 13:47:59.279"|"5-Angel Rios "|7|"I.V.A."|"22002IC04008988C"|9749596|0|9749596|19|8
337|"2022-05-06 13:47:59.301"|"5-Angel Rios "|8|"CANON INFORMATICO"|"22002IC04008988C"|220127|220127|0|19|9
338|"2022-05-06 13:47:59.324"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-021-0035872"|20524|18658|1865|19|10
339|"2022-05-06 13:47:59.344"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"x"|0|0|0|19|11
340|"2022-05-06 13:47:59.37"|"5-Angel Rios "|11|"FOTOCOPIAS"|"004-003-0023052"|49000|44545|4454|19|12
341|"2022-05-06 13:47:59.4"|"5-Angel Rios "|12|"APERTURA AG. TRANSP."|"x"|0|0|0|19|13
342|"2022-05-06 13:47:59.417"|"5-Angel Rios "|13|"TASA PORTUARIA"|"001-034-0031505"|2404270|2185700|218570|19|14
343|"2022-05-06 13:47:59.438"|"5-Angel Rios "|14|"VISACION DCTOS"|"1013723"|440255|440255|0|19|15
344|"2022-05-06 13:47:59.458"|"5-Angel Rios "|15|"HON. DESP. S/ LEY 220/93"|"001-001-0001970"|2810551|2555046|255504|19|16
345|"2022-05-06 13:47:59.481"|"5-Angel Rios "|16|"GASTO ADMIN."|"x"|0|0|0|19|17
346|"2022-05-06 13:47:59.503"|"5-Angel Rios "|17|"TASA MIC LPI CONFECCIONES"|"x"|0|0|0|19|18
347|"2022-05-06 13:47:59.525"|"5-Angel Rios "|17|"AGILIZACION MIC"|"x"|0|0|0|19|19
348|"2022-05-06 13:47:59.548"|"5-Angel Rios "|18|"AGILIZACION MIC"|"x"|0|0|0|19|19
349|"2022-05-06 13:47:59.568"|"5-Angel Rios "|19|"OTROS"|"x"|0|0|0|19|20
350|"2022-05-06 13:50:02.63"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22002IC04008988C"|9676083|9676083|0|20|2
351|"2022-05-06 13:50:02.64"|"5-Angel Rios "|2|"INDI"|"22002IC04008988C"|30818|30818|0|20|3
352|"2022-05-06 13:50:02.645"|"5-Angel Rios "|3|"I.S.C."|"22002IC04008988C"|33597|33597|0|20|4
2346|"2022-07-18 16:16:34.21"|"5-Angel Rios "|13|"CDAP PAGOS"|"x"|10000|9090|909|134|27
353|"2022-05-06 13:50:02.65"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22002IC04008988C"|434404|434404|0|20|5
354|"2022-05-06 13:50:02.655"|"5-Angel Rios "|5|"MULTAS VARIAS"|"22002IC04008988C"|0|0|0|20|6
355|"2022-05-06 13:50:02.661"|"5-Angel Rios "|6|"IRACIS GENERAL 700"|"22002IC04008988C"|389984|389984|0|20|7
356|"2022-05-06 13:50:02.667"|"5-Angel Rios "|7|"I.V.A."|"22002IC04008988C"|9749596|0|9749596|20|8
357|"2022-05-06 13:50:02.672"|"5-Angel Rios "|8|"CANON INFORMATICO"|"22002IC04008988C"|220127|220127|0|20|9
358|"2022-05-06 13:50:02.677"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-021-0035872"|20524|18658|1865|20|10
359|"2022-05-06 13:50:02.682"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"x"|0|0|0|20|11
360|"2022-05-06 13:50:02.691"|"5-Angel Rios "|11|"FOTOCOPIAS"|"004-003-0023052"|49000|44545|4454|20|12
361|"2022-05-06 13:50:02.698"|"5-Angel Rios "|12|"APERTURA AG. TRANSP."|"x"|0|0|0|20|13
362|"2022-05-06 13:50:02.705"|"5-Angel Rios "|13|"TASA PORTUARIA"|"001-034-0031505"|2404270|2185700|218570|20|14
363|"2022-05-06 13:50:02.714"|"5-Angel Rios "|14|"VISACION DCTOS"|"1013723"|440255|440255|0|20|15
364|"2022-05-06 13:50:02.72"|"5-Angel Rios "|15|"HON. DESP. S/ LEY 220/93"|"001-001-0001970"|2810551|2555046|255504|20|16
365|"2022-05-06 13:50:02.728"|"5-Angel Rios "|16|"GASTO ADMIN."|"566"|720000|720000|0|20|17
366|"2022-05-06 13:50:02.733"|"5-Angel Rios "|17|"TASA MIC LPI CONFECCIONES"|"x"|0|0|0|20|18
367|"2022-05-06 13:50:02.74"|"5-Angel Rios "|17|"AGILIZACION MIC"|"x"|0|0|0|20|19
368|"2022-05-06 13:50:02.748"|"5-Angel Rios "|18|"AGILIZACION MIC"|"x"|0|0|0|20|19
369|"2022-05-06 13:50:02.756"|"5-Angel Rios "|19|"OTROS"|"x"|0|0|0|20|20
370|"2022-05-06 13:53:06.163"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22002IC04008988C"|9676083|9676083|0|21|2
371|"2022-05-06 13:53:06.184"|"5-Angel Rios "|2|"INDI"|"22002IC04008988C"|30818|30818|0|21|3
372|"2022-05-06 13:53:06.204"|"5-Angel Rios "|3|"I.S.C."|"22002IC04008988C"|33597|33597|0|21|4
373|"2022-05-06 13:53:06.249"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22002IC04008988C"|434404|434404|0|21|5
374|"2022-05-06 13:53:06.282"|"5-Angel Rios "|5|"MULTAS VARIAS"|"22002IC04008988C"|0|0|0|21|6
375|"2022-05-06 13:53:06.408"|"5-Angel Rios "|6|"IRACIS GENERAL 700"|"22002IC04008988C"|389984|389984|0|21|7
376|"2022-05-06 13:53:06.478"|"5-Angel Rios "|7|"I.V.A."|"22002IC04008988C"|9749596|0|9749596|21|8
377|"2022-05-06 13:53:06.507"|"5-Angel Rios "|8|"CANON INFORMATICO"|"22002IC04008988C"|220127|220127|0|21|9
378|"2022-05-06 13:53:06.531"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-021-0035872"|20524|18658|1865|21|10
379|"2022-05-06 13:53:06.548"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"x"|0|0|0|21|11
380|"2022-05-06 13:53:06.636"|"5-Angel Rios "|11|"FOTOCOPIAS"|"004-003-0023052"|49000|44545|4454|21|12
381|"2022-05-06 13:53:06.69"|"5-Angel Rios "|12|"APERTURA AG. TRANSP."|"x"|0|0|0|21|13
382|"2022-05-06 13:53:06.725"|"5-Angel Rios "|13|"TASA PORTUARIA"|"001-034-0031505"|2404270|2185700|218570|21|14
383|"2022-05-06 13:53:06.746"|"5-Angel Rios "|14|"VISACION DCTOS"|"1013723"|440255|440255|0|21|15
384|"2022-05-06 13:53:06.823"|"5-Angel Rios "|15|"HON. DESP. S/ LEY 220/93"|"001-001-0001970"|2810551|2555046|255504|21|16
385|"2022-05-06 13:53:06.829"|"5-Angel Rios "|16|"GASTO ADMIN."|"566"|720000|720000|0|21|17
386|"2022-05-06 13:53:06.834"|"5-Angel Rios "|17|"TASA MIC LPI CONFECCIONES"|"x"|0|0|0|21|18
387|"2022-05-06 13:53:06.84"|"5-Angel Rios "|17|"AGILIZACION MIC"|"x"|0|0|0|21|19
388|"2022-05-06 13:53:06.846"|"5-Angel Rios "|18|"AGILIZACION MIC"|"x"|0|0|0|21|19
389|"2022-05-06 13:53:06.855"|"5-Angel Rios "|19|"OTROS"|"x"|0|0|0|21|20
390|"2022-05-06 14:17:52.512"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22005IC04008880T"|0|0|0|22|2
391|"2022-05-06 14:17:52.518"|"5-Angel Rios "|2|"INDI"|"22005IC04008880T"|26950|26950|0|22|3
392|"2022-05-06 14:17:52.525"|"5-Angel Rios "|3|"I.S.C."|"22005IC04008880T"|0|0|0|22|4
393|"2022-05-06 14:17:52.532"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22005IC04008880T"|898572|898572|0|22|5
394|"2022-05-06 14:17:52.538"|"5-Angel Rios "|5|"MULTAS VARIAS"|"22005IC04008880T"|0|0|0|22|6
395|"2022-05-06 14:17:52.544"|"5-Angel Rios "|6|"IRACIS GENERAL 700"|"22005IC04008880T"|724100|724100|0|22|7
396|"2022-05-06 14:17:52.551"|"5-Angel Rios "|7|"I.V.A."|"22005IC04008880T"|18102501|0|18102501|22|8
397|"2022-05-06 14:17:52.557"|"5-Angel Rios "|8|"CANON INFORMATICO"|"3661203"|220127|220127|0|22|9
398|"2022-05-06 14:17:52.564"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-025-0100827"|6834|6212|621|22|10
399|"2022-05-06 14:17:52.569"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"001-004-0048609"|24417|22197|2219|22|11
400|"2022-05-06 14:17:52.575"|"5-Angel Rios "|11|"FOTOCOPIAS"|"001-002-0017652"|60000|54545|5454|22|12
401|"2022-05-06 14:17:52.581"|"5-Angel Rios "|12|"APERTURA AG. TRANSP."|"x"|0|0|0|22|13
402|"2022-05-06 14:17:52.586"|"5-Angel Rios "|13|"TASA PORTUARIA"|"002-007-0000732"|976672|887883|88788|22|14
403|"2022-05-06 14:17:52.591"|"5-Angel Rios "|14|"VISACION DCTOS"|"2880018/19/20"|583800|583800|0|22|15
404|"2022-05-06 14:17:52.598"|"5-Angel Rios "|15|"HON. DESP. S/ LEY 220/93"|"001-001-0001973"|3169415|2881286|288128|22|16
405|"2022-05-06 14:17:52.603"|"5-Angel Rios "|16|"VISACION POR VUI ."|"1014997"|440255|440255|0|22|17
406|"2022-05-06 14:17:52.61"|"5-Angel Rios "|17|"TASA MIC LPI CONFECCIONES"|"x"|0|0|0|22|18
407|"2022-05-06 14:17:52.616"|"5-Angel Rios "|17|"AGILIZACION MIC"|"x"|0|0|0|22|19
408|"2022-05-06 14:17:52.621"|"5-Angel Rios "|18|"AGILIZACION MIC"|"x"|0|0|0|22|19
409|"2022-05-06 14:17:52.628"|"5-Angel Rios "|19|"OTROS"|"x"|0|0|0|22|20
410|"2022-05-10 15:42:14.514"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22023EC01001717E"|0|0|0|23|2
411|"2022-05-10 15:42:14.514"|"5-Angel Rios "|2|"INDI"|"22023EC01001717E"|0|0|0|23|3
412|"2022-05-10 15:42:14.514"|"5-Angel Rios "|3|"I.S.C."|"22023EC01001717E"|0|0|0|23|4
413|"2022-05-10 15:42:14.53"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22023EC01001717E"|0|0|0|23|5
414|"2022-05-10 15:42:14.537"|"5-Angel Rios "|5|"MULTAS VARIAS"|"22023EC01001717E"|0|0|0|23|6
415|"2022-05-10 15:42:14.537"|"5-Angel Rios "|6|"IRACIS GENERAL 700"|"22023EC01001717E"|0|0|0|23|7
416|"2022-05-10 15:42:14.537"|"5-Angel Rios "|7|"I.V.A."|"22023EC01001717E"|0|0|0|23|8
417|"2022-05-10 15:42:14.552"|"5-Angel Rios "|8|"CANON INFORMATICO"|"22023EC01001717E"|220127|220127|0|23|9
418|"2022-05-10 15:42:14.552"|"5-Angel Rios "|9|"CDAP/ANNP"|"x"|0|0|0|23|10
419|"2022-05-10 15:42:14.552"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"x"|0|0|0|23|11
420|"2022-05-10 15:42:14.568"|"5-Angel Rios "|11|"FOTOCOPIAS"|"001-001-0022408"|50000|45454|4545|23|12
421|"2022-05-10 15:42:14.568"|"5-Angel Rios "|12|"APERTURA AG. TRANSP."|"X"|0|0|0|23|13
422|"2022-05-10 15:42:14.584"|"5-Angel Rios "|13|"TASA PORTUARIA"|"001-001-0121551"|66000|60000|6000|23|14
